Date,sulfate,nitrate,ID
5/3/2006,NA,NA,71
5/4/2006,NA,NA,71
5/5/2006,NA,NA,71
5/6/2006,NA,NA,71
5/7/2006,NA,NA,71
5/8/2006,NA,NA,71
5/9/2006,NA,NA,71
5/10/2006,NA,NA,71
5/11/2006,NA,NA,71
5/12/2006,NA,NA,71
5/13/2006,NA,NA,71
5/14/2006,NA,NA,71
5/15/2006,NA,NA,71
5/16/2006,NA,NA,71
5/17/2006,NA,NA,71
5/18/2006,NA,NA,71
5/19/2006,NA,NA,71
5/20/2006,NA,NA,71
5/21/2006,NA,NA,71
5/22/2006,NA,NA,71
5/23/2006,NA,NA,71
5/24/2006,NA,NA,71
5/25/2006,NA,NA,71
5/26/2006,NA,NA,71
5/27/2006,NA,NA,71
5/28/2006,NA,NA,71
5/29/2006,NA,NA,71
5/30/2006,NA,NA,71
5/31/2006,NA,NA,71
6/1/2006,NA,NA,71
6/2/2006,NA,NA,71
6/3/2006,NA,NA,71
6/4/2006,NA,NA,71
6/5/2006,NA,NA,71
6/6/2006,NA,NA,71
6/7/2006,NA,NA,71
6/8/2006,NA,NA,71
6/9/2006,NA,NA,71
6/10/2006,NA,NA,71
6/11/2006,NA,NA,71
6/12/2006,NA,NA,71
6/13/2006,NA,NA,71
6/14/2006,NA,NA,71
6/15/2006,NA,NA,71
6/16/2006,NA,NA,71
6/17/2006,NA,NA,71
6/18/2006,NA,NA,71
6/19/2006,NA,NA,71
6/20/2006,NA,NA,71
6/21/2006,NA,NA,71
6/22/2006,NA,NA,71
6/23/2006,NA,NA,71
6/24/2006,NA,NA,71
6/25/2006,NA,NA,71
6/26/2006,NA,NA,71
6/27/2006,NA,NA,71
6/28/2006,NA,NA,71
6/29/2006,NA,NA,71
6/30/2006,NA,NA,71
7/1/2006,1.05,0.841,71
7/2/2006,NA,NA,71
7/3/2006,NA,NA,71
7/4/2006,NA,NA,71
7/5/2006,NA,NA,71
7/6/2006,NA,NA,71
7/7/2006,NA,NA,71
7/8/2006,NA,NA,71
7/9/2006,NA,NA,71
7/10/2006,NA,NA,71
7/11/2006,NA,NA,71
7/12/2006,NA,NA,71
7/13/2006,0.329,0.144,71
7/14/2006,NA,NA,71
7/15/2006,NA,NA,71
7/16/2006,0.589,0.239,71
7/17/2006,NA,NA,71
7/18/2006,NA,NA,71
7/19/2006,0.483,0.292,71
7/20/2006,NA,NA,71
7/21/2006,NA,NA,71
7/22/2006,0.692,0.251,71
7/23/2006,NA,NA,71
7/24/2006,NA,NA,71
7/25/2006,0.709,0.234,71
7/26/2006,NA,NA,71
7/27/2006,NA,NA,71
7/28/2006,NA,NA,71
7/29/2006,NA,NA,71
7/30/2006,NA,NA,71
7/31/2006,NA,NA,71
8/1/2006,NA,NA,71
8/2/2006,NA,NA,71
8/3/2006,0.44,0.468,71
8/4/2006,NA,NA,71
8/5/2006,NA,NA,71
8/6/2006,NA,NA,71
8/7/2006,NA,NA,71
8/8/2006,NA,NA,71
8/9/2006,0.478,0.241,71
8/10/2006,NA,NA,71
8/11/2006,NA,NA,71
8/12/2006,0.512,0.204,71
8/13/2006,NA,NA,71
8/14/2006,NA,NA,71
8/15/2006,NA,NA,71
8/16/2006,NA,NA,71
8/17/2006,NA,NA,71
8/18/2006,NA,NA,71
8/19/2006,NA,NA,71
8/20/2006,NA,NA,71
8/21/2006,0.673,0.32,71
8/22/2006,NA,NA,71
8/23/2006,NA,NA,71
8/24/2006,0.475,0.319,71
8/25/2006,NA,NA,71
8/26/2006,NA,NA,71
8/27/2006,NA,NA,71
8/28/2006,NA,NA,71
8/29/2006,NA,NA,71
8/30/2006,0.461,0.207,71
8/31/2006,NA,NA,71
9/1/2006,NA,NA,71
9/2/2006,NA,NA,71
9/3/2006,NA,NA,71
9/4/2006,NA,NA,71
9/5/2006,NA,NA,71
9/6/2006,NA,NA,71
9/7/2006,NA,NA,71
9/8/2006,NA,NA,71
9/9/2006,NA,NA,71
9/10/2006,NA,NA,71
9/11/2006,NA,NA,71
9/12/2006,NA,NA,71
9/13/2006,NA,NA,71
9/14/2006,0.672,0.348,71
9/15/2006,NA,NA,71
9/16/2006,NA,NA,71
9/17/2006,0.609,0.689,71
9/18/2006,NA,NA,71
9/19/2006,NA,NA,71
9/20/2006,0.757,0.57,71
9/21/2006,NA,NA,71
9/22/2006,NA,NA,71
9/23/2006,0.453,0.832,71
9/24/2006,NA,NA,71
9/25/2006,NA,NA,71
9/26/2006,0.513,1.1,71
9/27/2006,NA,NA,71
9/28/2006,NA,NA,71
9/29/2006,0.478,0.744,71
9/30/2006,NA,NA,71
10/1/2006,NA,NA,71
10/2/2006,0.509,0.468,71
10/3/2006,NA,NA,71
10/4/2006,NA,NA,71
10/5/2006,0.548,0.732,71
10/6/2006,NA,NA,71
10/7/2006,NA,NA,71
10/8/2006,0.843,1.12,71
10/9/2006,NA,NA,71
10/10/2006,NA,NA,71
10/11/2006,0.497,0.842,71
10/12/2006,NA,NA,71
10/13/2006,NA,NA,71
10/14/2006,0.769,4.84,71
10/15/2006,NA,NA,71
10/16/2006,NA,NA,71
10/17/2006,NA,NA,71
10/18/2006,NA,NA,71
10/19/2006,NA,NA,71
10/20/2006,0.419,0.554,71
10/21/2006,NA,NA,71
10/22/2006,NA,NA,71
10/23/2006,0.468,2.84,71
10/24/2006,NA,NA,71
10/25/2006,NA,NA,71
10/26/2006,0.427,0.989,71
10/27/2006,NA,NA,71
10/28/2006,NA,NA,71
10/29/2006,NA,NA,71
10/30/2006,NA,NA,71
10/31/2006,NA,NA,71
11/1/2006,0.48,1.96,71
11/2/2006,NA,NA,71
11/3/2006,NA,NA,71
11/4/2006,NA,1,71
11/5/2006,NA,NA,71
11/6/2006,NA,NA,71
11/7/2006,0.209,0.0837,71
11/8/2006,NA,NA,71
11/9/2006,NA,NA,71
11/10/2006,0.2,0.21,71
11/11/2006,NA,NA,71
11/12/2006,NA,NA,71
11/13/2006,0.487,0.252,71
11/14/2006,NA,NA,71
11/15/2006,NA,NA,71
11/16/2006,0.459,0.448,71
11/17/2006,NA,NA,71
11/18/2006,NA,NA,71
11/19/2006,0.552,0.465,71
11/20/2006,NA,NA,71
11/21/2006,NA,NA,71
11/22/2006,NA,NA,71
11/23/2006,NA,NA,71
11/24/2006,NA,NA,71
11/25/2006,0.327,0.771,71
11/26/2006,NA,NA,71
11/27/2006,NA,NA,71
11/28/2006,NA,NA,71
11/29/2006,NA,NA,71
11/30/2006,NA,NA,71
12/1/2006,0.759,4.56,71
12/2/2006,NA,NA,71
12/3/2006,NA,NA,71
12/4/2006,0.797,3.12,71
12/5/2006,NA,NA,71
12/6/2006,NA,NA,71
12/7/2006,1.68,13.6,71
12/8/2006,NA,NA,71
12/9/2006,NA,NA,71
12/10/2006,0.492,1.93,71
12/11/2006,NA,NA,71
12/12/2006,NA,NA,71
12/13/2006,0.157,0.251,71
12/14/2006,NA,NA,71
12/15/2006,NA,NA,71
12/16/2006,0.146,0.674,71
12/17/2006,NA,NA,71
12/18/2006,NA,NA,71
12/19/2006,1.4,4.39,71
12/20/2006,NA,NA,71
12/21/2006,NA,NA,71
12/22/2006,1.31,7.65,71
12/23/2006,NA,NA,71
12/24/2006,NA,NA,71
12/25/2006,NA,NA,71
12/26/2006,NA,NA,71
12/27/2006,NA,NA,71
12/28/2006,0.237,0.525,71
12/29/2006,NA,NA,71
12/30/2006,NA,NA,71
12/31/2006,1.18,5.9,71
1/1/2007,NA,NA,71
1/2/2007,NA,NA,71
1/3/2007,0.586,1.06,71
1/4/2007,NA,NA,71
1/5/2007,NA,NA,71
1/6/2007,0.334,0.376,71
1/7/2007,NA,NA,71
1/8/2007,NA,NA,71
1/9/2007,0.147,0.681,71
1/10/2007,NA,NA,71
1/11/2007,NA,NA,71
1/12/2007,0.417,0.949,71
1/13/2007,NA,NA,71
1/14/2007,NA,NA,71
1/15/2007,0.728,3.96,71
1/16/2007,NA,NA,71
1/17/2007,NA,NA,71
1/18/2007,0.536,3.07,71
1/19/2007,NA,NA,71
1/20/2007,NA,NA,71
1/21/2007,NA,NA,71
1/22/2007,NA,NA,71
1/23/2007,NA,NA,71
1/24/2007,0.462,3.69,71
1/25/2007,NA,NA,71
1/26/2007,NA,NA,71
1/27/2007,0.833,10.4,71
1/28/2007,NA,NA,71
1/29/2007,NA,NA,71
1/30/2007,0.9,8.08,71
1/31/2007,NA,NA,71
2/1/2007,NA,NA,71
2/2/2007,0.581,2.19,71
2/3/2007,NA,NA,71
2/4/2007,NA,NA,71
2/5/2007,0.55,5.24,71
2/6/2007,NA,NA,71
2/7/2007,NA,NA,71
2/8/2007,0.585,4.72,71
2/9/2007,NA,NA,71
2/10/2007,NA,NA,71
2/11/2007,0.312,1.41,71
2/12/2007,NA,NA,71
2/13/2007,NA,NA,71
2/14/2007,0.284,1.51,71
2/15/2007,NA,NA,71
2/16/2007,NA,NA,71
2/17/2007,0.166,0.527,71
2/18/2007,NA,NA,71
2/19/2007,NA,NA,71
2/20/2007,NA,NA,71
2/21/2007,NA,NA,71
2/22/2007,NA,NA,71
2/23/2007,0.184,0.367,71
2/24/2007,NA,NA,71
2/25/2007,NA,NA,71
2/26/2007,NA,NA,71
2/27/2007,NA,NA,71
2/28/2007,NA,NA,71
3/1/2007,NA,0.907,71
3/2/2007,NA,NA,71
3/3/2007,NA,NA,71
3/4/2007,0.503,1.35,71
3/5/2007,NA,NA,71
3/6/2007,NA,NA,71
3/7/2007,0.373,0.628,71
3/8/2007,NA,NA,71
3/9/2007,NA,NA,71
3/10/2007,0.324,1.36,71
3/11/2007,NA,NA,71
3/12/2007,NA,NA,71
3/13/2007,0.415,0.932,71
3/14/2007,NA,NA,71
3/15/2007,NA,NA,71
3/16/2007,0.368,2.19,71
3/17/2007,NA,NA,71
3/18/2007,NA,NA,71
3/19/2007,0.33,0.443,71
3/20/2007,NA,NA,71
3/21/2007,NA,NA,71
3/22/2007,0.409,1.37,71
3/23/2007,NA,NA,71
3/24/2007,NA,NA,71
3/25/2007,0.377,0.261,71
3/26/2007,NA,NA,71
3/27/2007,NA,NA,71
3/28/2007,0.78,0.343,71
3/29/2007,NA,NA,71
3/30/2007,NA,NA,71
3/31/2007,0.699,1.6,71
4/1/2007,NA,NA,71
4/2/2007,NA,NA,71
4/3/2007,0.789,0.93,71
4/4/2007,NA,NA,71
4/5/2007,NA,NA,71
4/6/2007,0.715,0.858,71
4/7/2007,NA,NA,71
4/8/2007,NA,NA,71
4/9/2007,NA,NA,71
4/10/2007,NA,NA,71
4/11/2007,NA,NA,71
4/12/2007,NA,NA,71
4/13/2007,NA,NA,71
4/14/2007,NA,NA,71
4/15/2007,NA,NA,71
4/16/2007,NA,NA,71
4/17/2007,NA,NA,71
4/18/2007,0.619,0.595,71
4/19/2007,NA,NA,71
4/20/2007,NA,NA,71
4/21/2007,NA,NA,71
4/22/2007,NA,NA,71
4/23/2007,NA,NA,71
4/24/2007,0.593,0.632,71
4/25/2007,NA,NA,71
4/26/2007,NA,NA,71
4/27/2007,NA,NA,71
4/28/2007,NA,NA,71
4/29/2007,NA,NA,71
4/30/2007,1.31,0.579,71
5/1/2007,NA,NA,71
5/2/2007,NA,NA,71
5/3/2007,0.337,0.21,71
5/4/2007,NA,NA,71
5/5/2007,NA,NA,71
5/6/2007,NA,NA,71
5/7/2007,NA,NA,71
5/8/2007,NA,NA,71
5/9/2007,NA,NA,71
5/10/2007,NA,NA,71
5/11/2007,NA,NA,71
5/12/2007,0.968,0.76,71
5/13/2007,NA,NA,71
5/14/2007,NA,NA,71
5/15/2007,2.39,0.483,71
5/16/2007,NA,NA,71
5/17/2007,NA,NA,71
5/18/2007,1.37,0.36,71
5/19/2007,NA,NA,71
5/20/2007,NA,NA,71
5/21/2007,NA,NA,71
5/22/2007,NA,NA,71
5/23/2007,NA,NA,71
5/24/2007,0.567,0.19,71
5/25/2007,NA,NA,71
5/26/2007,NA,NA,71
5/27/2007,NA,NA,71
5/28/2007,NA,NA,71
5/29/2007,NA,NA,71
5/30/2007,0.941,0.282,71
5/31/2007,NA,NA,71
6/1/2007,NA,NA,71
6/2/2007,0.793,0.331,71
6/3/2007,NA,NA,71
6/4/2007,NA,NA,71
6/5/2007,0.422,0.291,71
6/6/2007,NA,NA,71
6/7/2007,NA,NA,71
6/8/2007,0.485,0.265,71
6/9/2007,NA,NA,71
6/10/2007,NA,NA,71
6/11/2007,0.544,0.804,71
6/12/2007,NA,NA,71
6/13/2007,NA,NA,71
6/14/2007,1.05,0.254,71
6/15/2007,NA,NA,71
6/16/2007,NA,NA,71
6/17/2007,0.616,0.19,71
6/18/2007,NA,NA,71
6/19/2007,NA,NA,71
6/20/2007,0.736,0.293,71
6/21/2007,NA,NA,71
6/22/2007,NA,NA,71
6/23/2007,0.981,0.203,71
6/24/2007,NA,NA,71
6/25/2007,NA,NA,71
6/26/2007,0.528,0.339,71
6/27/2007,NA,NA,71
6/28/2007,NA,NA,71
6/29/2007,0.862,0.213,71
6/30/2007,NA,NA,71
7/1/2007,NA,NA,71
7/2/2007,0.556,0.316,71
7/3/2007,NA,NA,71
7/4/2007,NA,NA,71
7/5/2007,NA,NA,71
7/6/2007,NA,NA,71
7/7/2007,NA,NA,71
7/8/2007,0.559,0.203,71
7/9/2007,NA,NA,71
7/10/2007,NA,NA,71
7/11/2007,0.485,0.334,71
7/12/2007,NA,NA,71
7/13/2007,NA,NA,71
7/14/2007,0.879,0.589,71
7/15/2007,NA,NA,71
7/16/2007,NA,NA,71
7/17/2007,0.939,0.357,71
7/18/2007,NA,NA,71
7/19/2007,NA,NA,71
7/20/2007,NA,NA,71
7/21/2007,NA,NA,71
7/22/2007,NA,NA,71
7/23/2007,NA,NA,71
7/24/2007,NA,NA,71
7/25/2007,NA,NA,71
7/26/2007,0.513,0.243,71
7/27/2007,NA,NA,71
7/28/2007,NA,NA,71
7/29/2007,NA,NA,71
7/30/2007,NA,NA,71
7/31/2007,NA,NA,71
8/1/2007,NA,NA,71
8/2/2007,NA,NA,71
8/3/2007,NA,NA,71
8/4/2007,0.412,0.312,71
8/5/2007,NA,NA,71
8/6/2007,NA,NA,71
8/7/2007,0.451,0.351,71
8/8/2007,NA,NA,71
8/9/2007,NA,NA,71
8/10/2007,0.423,0.215,71
8/11/2007,NA,NA,71
8/12/2007,NA,NA,71
8/13/2007,0.487,0.367,71
8/14/2007,NA,NA,71
8/15/2007,NA,NA,71
8/16/2007,0.544,0.293,71
8/17/2007,NA,NA,71
8/18/2007,NA,NA,71
8/19/2007,0.315,0.216,71
8/20/2007,NA,NA,71
8/21/2007,NA,NA,71
8/22/2007,NA,NA,71
8/23/2007,NA,NA,71
8/24/2007,NA,NA,71
8/25/2007,NA,0.609,71
8/26/2007,NA,NA,71
8/27/2007,NA,NA,71
8/28/2007,0.689,0.375,71
8/29/2007,NA,NA,71
8/30/2007,NA,NA,71
8/31/2007,NA,NA,71
9/1/2007,NA,NA,71
9/2/2007,NA,NA,71
9/3/2007,0.627,0.282,71
9/4/2007,NA,NA,71
9/5/2007,NA,NA,71
9/6/2007,NA,NA,71
9/7/2007,NA,NA,71
9/8/2007,NA,NA,71
9/9/2007,0.401,0.231,71
9/10/2007,NA,NA,71
9/11/2007,NA,NA,71
9/12/2007,NA,NA,71
9/13/2007,NA,NA,71
9/14/2007,NA,NA,71
9/15/2007,NA,NA,71
9/16/2007,NA,NA,71
9/17/2007,NA,NA,71
9/18/2007,NA,NA,71
9/19/2007,NA,NA,71
9/20/2007,NA,NA,71
9/21/2007,0.479,0.724,71
9/22/2007,NA,NA,71
9/23/2007,NA,NA,71
9/24/2007,0.513,0.43,71
9/25/2007,NA,NA,71
9/26/2007,NA,NA,71
9/27/2007,0.557,0.232,71
9/28/2007,NA,NA,71
9/29/2007,NA,NA,71
9/30/2007,NA,NA,71
10/1/2007,NA,NA,71
10/2/2007,NA,NA,71
10/3/2007,0.461,0.398,71
10/4/2007,NA,NA,71
10/5/2007,NA,NA,71
10/6/2007,0.455,0.547,71
10/7/2007,NA,NA,71
10/8/2007,NA,NA,71
10/9/2007,0.389,0.173,71
10/10/2007,NA,NA,71
10/11/2007,NA,NA,71
10/12/2007,0.27,1.84,71
10/13/2007,NA,NA,71
10/14/2007,NA,NA,71
10/15/2007,0.393,1.07,71
10/16/2007,NA,NA,71
10/17/2007,NA,NA,71
10/18/2007,0.343,0.525,71
10/19/2007,NA,NA,71
10/20/2007,NA,NA,71
10/21/2007,0.124,0.4,71
10/22/2007,NA,NA,71
10/23/2007,NA,NA,71
10/24/2007,0.33,1.2,71
10/25/2007,NA,NA,71
10/26/2007,NA,NA,71
10/27/2007,0.463,3.27,71
10/28/2007,NA,NA,71
10/29/2007,NA,NA,71
10/30/2007,NA,NA,71
10/31/2007,NA,NA,71
11/1/2007,NA,NA,71
11/2/2007,NA,NA,71
11/3/2007,NA,NA,71
11/4/2007,NA,NA,71
11/5/2007,1.59,7.56,71
11/6/2007,NA,NA,71
11/7/2007,NA,NA,71
11/8/2007,1.28,8.1,71
11/9/2007,NA,NA,71
11/10/2007,NA,NA,71
11/11/2007,0.606,1.96,71
11/12/2007,NA,NA,71
11/13/2007,NA,NA,71
11/14/2007,NA,0.937,71
11/15/2007,NA,NA,71
11/16/2007,NA,NA,71
11/17/2007,0.556,1.08,71
11/18/2007,NA,NA,71
11/19/2007,NA,NA,71
11/20/2007,0.922,0.659,71
11/21/2007,NA,NA,71
11/22/2007,NA,NA,71
11/23/2007,1.32,1.64,71
11/24/2007,NA,NA,71
11/25/2007,NA,NA,71
11/26/2007,1.19,4.56,71
11/27/2007,NA,NA,71
11/28/2007,NA,NA,71
11/29/2007,NA,NA,71
11/30/2007,NA,NA,71
12/1/2007,NA,NA,71
12/2/2007,0.323,0.301,71
12/3/2007,NA,NA,71
12/4/2007,NA,NA,71
12/5/2007,0.236,1.32,71
12/6/2007,NA,NA,71
12/7/2007,NA,NA,71
12/8/2007,0.295,0.876,71
12/9/2007,NA,NA,71
12/10/2007,NA,NA,71
12/11/2007,0.79,3.65,71
12/12/2007,NA,NA,71
12/13/2007,NA,NA,71
12/14/2007,NA,NA,71
12/15/2007,NA,NA,71
12/16/2007,NA,NA,71
12/17/2007,0.337,1.24,71
12/18/2007,NA,NA,71
12/19/2007,NA,NA,71
12/20/2007,NA,NA,71
12/21/2007,NA,NA,71
12/22/2007,NA,NA,71
12/23/2007,0.609,3.62,71
12/24/2007,NA,NA,71
12/25/2007,NA,NA,71
12/26/2007,NA,NA,71
12/27/2007,NA,NA,71
12/28/2007,NA,NA,71
12/29/2007,NA,NA,71
12/30/2007,NA,NA,71
12/31/2007,NA,NA,71
1/1/2008,0.259,0.997,71
1/2/2008,NA,NA,71
1/3/2008,NA,NA,71
1/4/2008,0.198,0.236,71
1/5/2008,NA,NA,71
1/6/2008,NA,NA,71
1/7/2008,0.19,0.633,71
1/8/2008,NA,NA,71
1/9/2008,NA,NA,71
1/10/2008,0.187,0.745,71
1/11/2008,NA,NA,71
1/12/2008,NA,NA,71
1/13/2008,0.789,3.75,71
1/14/2008,NA,NA,71
1/15/2008,NA,NA,71
1/16/2008,0.304,1.18,71
1/17/2008,NA,NA,71
1/18/2008,NA,NA,71
1/19/2008,0.602,8.19,71
1/20/2008,NA,NA,71
1/21/2008,NA,NA,71
1/22/2008,0.824,1.8,71
1/23/2008,NA,NA,71
1/24/2008,NA,NA,71
1/25/2008,2.87,15.1,71
1/26/2008,NA,NA,71
1/27/2008,NA,NA,71
1/28/2008,NA,0.345,71
1/29/2008,NA,NA,71
1/30/2008,NA,NA,71
1/31/2008,NA,NA,71
2/1/2008,NA,NA,71
2/2/2008,NA,NA,71
2/3/2008,0.16,0.357,71
2/4/2008,NA,NA,71
2/5/2008,NA,NA,71
2/6/2008,0.654,2.14,71
2/7/2008,NA,NA,71
2/8/2008,NA,NA,71
2/9/2008,NA,0.635,71
2/10/2008,NA,NA,71
2/11/2008,NA,NA,71
2/12/2008,0.367,4.19,71
2/13/2008,NA,NA,71
2/14/2008,NA,NA,71
2/15/2008,0.246,3.29,71
2/16/2008,NA,NA,71
2/17/2008,NA,NA,71
2/18/2008,0.67,4.6,71
2/19/2008,NA,NA,71
2/20/2008,NA,NA,71
2/21/2008,0.754,6.88,71
2/22/2008,NA,NA,71
2/23/2008,NA,NA,71
2/24/2008,0.171,0.464,71
2/25/2008,NA,NA,71
2/26/2008,NA,NA,71
2/27/2008,0.291,2.44,71
2/28/2008,NA,NA,71
2/29/2008,NA,NA,71
3/1/2008,0.271,0.738,71
3/2/2008,NA,NA,71
3/3/2008,NA,NA,71
3/4/2008,0.23,0.563,71
3/5/2008,NA,NA,71
3/6/2008,NA,NA,71
3/7/2008,0.354,2.46,71
3/8/2008,NA,NA,71
3/9/2008,NA,NA,71
3/10/2008,0.361,0.863,71
3/11/2008,NA,NA,71
3/12/2008,NA,NA,71
3/13/2008,NA,NA,71
3/14/2008,NA,NA,71
3/15/2008,NA,NA,71
3/16/2008,NA,NA,71
3/17/2008,NA,NA,71
3/18/2008,NA,NA,71
3/19/2008,0.917,1.33,71
3/20/2008,NA,NA,71
3/21/2008,NA,NA,71
3/22/2008,0.651,0.474,71
3/23/2008,NA,NA,71
3/24/2008,NA,NA,71
3/25/2008,1.36,0.999,71
3/26/2008,NA,NA,71
3/27/2008,NA,NA,71
3/28/2008,0.511,0.197,71
3/29/2008,NA,NA,71
3/30/2008,NA,NA,71
3/31/2008,0.557,0.662,71
4/1/2008,NA,NA,71
4/2/2008,NA,NA,71
4/3/2008,0.752,1.42,71
4/4/2008,NA,NA,71
4/5/2008,NA,NA,71
4/6/2008,0.443,0.345,71
4/7/2008,NA,NA,71
4/8/2008,NA,NA,71
4/9/2008,0.429,0.392,71
4/10/2008,NA,NA,71
4/11/2008,NA,NA,71
4/12/2008,1.34,1.22,71
4/13/2008,NA,NA,71
4/14/2008,NA,NA,71
4/15/2008,0.636,0.176,71
4/16/2008,NA,NA,71
4/17/2008,NA,NA,71
4/18/2008,1.91,0.741,71
4/19/2008,NA,NA,71
4/20/2008,NA,NA,71
4/21/2008,NA,NA,71
4/22/2008,NA,NA,71
4/23/2008,NA,NA,71
4/24/2008,NA,NA,71
4/25/2008,NA,NA,71
4/26/2008,NA,NA,71
4/27/2008,1.13,0.473,71
4/28/2008,NA,NA,71
4/29/2008,NA,NA,71
4/30/2008,0.33,0.24,71
5/1/2008,NA,NA,71
5/2/2008,NA,NA,71
5/3/2008,0.472,0.584,71
5/4/2008,NA,NA,71
5/5/2008,NA,NA,71
5/6/2008,0.988,0.662,71
5/7/2008,NA,NA,71
5/8/2008,NA,NA,71
5/9/2008,0.883,0.323,71
5/10/2008,NA,NA,71
5/11/2008,NA,NA,71
5/12/2008,0.503,0.197,71
5/13/2008,NA,NA,71
5/14/2008,NA,NA,71
5/15/2008,NA,NA,71
5/16/2008,NA,NA,71
5/17/2008,NA,NA,71
5/18/2008,0.55,0.201,71
5/19/2008,NA,NA,71
5/20/2008,NA,NA,71
5/21/2008,NA,NA,71
5/22/2008,NA,NA,71
5/23/2008,NA,NA,71
5/24/2008,NA,NA,71
5/25/2008,NA,NA,71
5/26/2008,NA,NA,71
5/27/2008,0.293,0.235,71
5/28/2008,NA,NA,71
5/29/2008,NA,NA,71
5/30/2008,0.321,0.781,71
5/31/2008,NA,NA,71
6/1/2008,NA,NA,71
6/2/2008,0.539,0.813,71
6/3/2008,NA,NA,71
6/4/2008,NA,NA,71
6/5/2008,0.28,0.263,71
6/6/2008,NA,NA,71
6/7/2008,NA,NA,71
6/8/2008,NA,NA,71
6/9/2008,NA,NA,71
6/10/2008,NA,NA,71
6/11/2008,0.198,0.244,71
6/12/2008,NA,NA,71
6/13/2008,NA,NA,71
6/14/2008,0.464,0.246,71
6/15/2008,NA,NA,71
6/16/2008,NA,NA,71
6/17/2008,0.649,0.391,71
6/18/2008,NA,NA,71
6/19/2008,NA,NA,71
6/20/2008,0.414,0.147,71
6/21/2008,NA,NA,71
6/22/2008,NA,NA,71
6/23/2008,0.323,0.207,71
6/24/2008,NA,NA,71
6/25/2008,NA,NA,71
